crop,state_name,season,crop_year,price_per_ton,price_low_bound,price_high_bound 
Blackgram,Telangana ,Rabi,1998,78534.24,65000.0,82000.0
Maize,Telangana ,Kharif,1999,20362.15,20000.0,28000.0
Rice,Telangana ,Kharif,1999,23238.94,22000.0,32000.0
Blackgram,Telangana ,Kharif,1999,76996.47,65000.0,82000.0
Maize,Telangana ,Rabi,1999,20362.18,20000.0,28000.0
Rice,Telangana ,Rabi,1999,23147.93,22000.0,32000.0
Blackgram,Telangana ,Rabi,1999,79665.14,65000.0,82000.0
Maize,Telangana ,Kharif,2000,20362.21,20000.0,28000.0
Rice,Telangana ,Kharif,2000,24830.26,22000.0,32000.0
Blackgram,Telangana ,Kharif,2000,69873.51,65000.0,82000.0
Maize,Telangana ,Rabi,2000,20362.24,20000.0,28000.0
Rice,Telangana ,Rabi,2000,22845.36,22000.0,32000.0
Blackgram,Telangana ,Rabi,2000,72738.33,65000.0,82000.0
Banana,Telangana ,Whole Year,2000,18362.27,18000.0,30000.0
Coconut,Telangana ,Whole Year,2000,70362.28,45000.0,70000.0
Maize,Telangana ,Kharif,2001,20362.29,20000.0,28000.0
Rice,Telangana ,Kharif,2001,22860.59,22000.0,32000.0
Blackgram,Telangana ,Kharif,2001,79889.15,65000.0,82000.0
Maize,Telangana ,Rabi,2001,20362.32,20000.0,28000.0
Rice,Telangana ,Rabi,2001,23668.38,22000.0,32000.0
Blackgram,Telangana ,Rabi,2001,82362.34,65000.0,82000.0
Banana,Telangana ,Whole Year,2001,18362.35,18000.0,30000.0
Maize,Telangana ,Kharif,2002,20362.36,20000.0,28000.0
Rice,Telangana ,Kharif,2002,23454.95,22000.0,32000.0
Blackgram,Telangana ,Kharif,2002,74712.1,65000.0,82000.0
Maize,Telangana ,Rabi,2002,20362.39,20000.0,28000.0
Rice,Telangana ,Rabi,2002,25747.56,22000.0,32000.0
Blackgram,Telangana ,Rabi,2002,75428.62,65000.0,82000.0
Banana,Telangana ,Whole Year,2002,18362.42,18000.0,30000.0
Grapes,Telangana ,Whole Year,2002,30362.43,30000.0,50000.0
Mango,Telangana ,Whole Year,2002,28362.44,28000.0,45000.0
Orange,Telangana ,Whole Year,2002,25362.45,25000.0,42000.0
Papaya,Telangana ,Whole Year,2002,16362.46,16000.0,28000.0
Maize,Telangana ,Kharif,2003,20362.47,20000.0,28000.0
Rice,Telangana ,Kharif,2003,23995.71,22000.0,32000.0
Blackgram,Telangana ,Kharif,2003,79687.51,65000.0,82000.0
Maize,Telangana ,Rabi,2003,20362.5,20000.0,28000.0
Rice,Telangana ,Rabi,2003,25777.5,22000.0,32000.0
Blackgram,Telangana ,Rabi,2003,81256.13,65000.0,82000.0
Banana,Telangana ,Whole Year,2003,18362.53,18000.0,30000.0
Mango,Telangana ,Whole Year,2003,28362.54,28000.0,45000.0
Orange,Telangana ,Whole Year,2003,25362.55,25000.0,42000.0
Maize,Telangana ,Kharif,2004,20362.56,20000.0,28000.0
Rice,Telangana ,Kharif,2004,25690.45,22000.0,32000.0
Blackgram,Telangana ,Kharif,2004,80472.1,65000.0,82000.0
Maize,Telangana ,Rabi,2004,20362.59,20000.0,28000.0
Rice,Telangana ,Rabi,2004,22362.6,22000.0,32000.0
Blackgram,Telangana ,Rabi,2004,82362.61,65000.0,82000.0
Banana,Telangana ,Whole Year,2004,18362.62,18000.0,30000.0
Maize,Telangana ,Kharif,2005,20362.63,20000.0,28000.0
Rice,Telangana ,Kharif,2005,23605.96,22000.0,32000.0
Blackgram,Telangana ,Kharif,2005,74313.87,65000.0,82000.0
Maize,Telangana ,Rabi,2005,20362.66,20000.0,28000.0
Rice,Telangana ,Rabi,2005,25417.88,22000.0,32000.0
Blackgram,Telangana ,Rabi,2005,82362.68,65000.0,82000.0
Banana,Telangana ,Whole Year,2005,18362.69,18000.0,30000.0
Maize,Telangana ,Kharif,2006,20362.7,20000.0,28000.0
Rice,Telangana ,Kharif,2006,22362.71,22000.0,32000.0
Blackgram,Telangana ,Kharif,2006,80446.66,65000.0,82000.0
Maize,Telangana ,Rabi,2006,20362.73,20000.0,28000.0
Rice,Telangana ,Rabi,2006,25132.06,22000.0,32000.0
Blackgram,Telangana ,Rabi,2006,75358.36,65000.0,82000.0
Banana,Telangana ,Whole Year,2006,18362.76,18000.0,30000.0
Maize,Telangana ,Kharif,2007,20362.77,20000.0,28000.0
Rice,Telangana ,Kharif,2007,23346.03,22000.0,32000.0
Blackgram,Telangana ,Kharif,2007,77528.0,65000.0,82000.0
Maize,Telangana ,Rabi,2007,20362.8,20000.0,28000.0
Rice,Telangana ,Rabi,2007,23820.93,22000.0,32000.0
Blackgram,Telangana ,Rabi,2007,82288.32,65000.0,82000.0
Maize,Telangana ,Kharif,2008,20362.83,20000.0,28000.0
Rice,Telangana ,Kharif,2008,23124.97,22000.0,32000.0
Blackgram,Telangana ,Kharif,2008,68794.13,65000.0,82000.0
Maize,Telangana ,Rabi,2008,20362.86,20000.0,28000.0
Rice,Telangana ,Rabi,2008,25413.03,22000.0,32000.0
Blackgram,Telangana ,Rabi,2008,79734.39,65000.0,82000.0
Banana,Telangana ,Whole Year,2008,18362.89,18000.0,30000.0
Coconut,Telangana ,Whole Year,2008,70362.9,45000.0,70000.0
Maize,Telangana ,Kharif,2009,20362.91,20000.0,28000.0
Rice,Telangana ,Kharif,2009,22995.42,22000.0,32000.0
Blackgram,Telangana ,Kharif,2009,69799.18,65000.0,82000.0
Maize,Telangana ,Rabi,2009,20362.94,20000.0,28000.0
Rice,Telangana ,Rabi,2009,26456.93,22000.0,32000.0
Blackgram,Telangana ,Rabi,2009,82362.96,65000.0,82000.0
Banana,Telangana ,Whole Year,2009,18362.97,18000.0,30000.0
Coconut,Telangana ,Whole Year,2009,70362.98,45000.0,70000.0
Maize,Telangana ,Kharif,2010,20362.99,20000.0,28000.0
Rice,Telangana ,Kharif,2010,25113.86,22000.0,32000.0
Blackgram,Telangana ,Kharif,2010,75851.51,65000.0,82000.0
Maize,Telangana ,Rabi,2010,20363.02,20000.0,28000.0
Rice,Telangana ,Rabi,2010,22363.03,22000.0,32000.0
Blackgram,Telangana ,Rabi,2010,82363.04,65000.0,82000.0
Banana,Telangana ,Whole Year,2010,18363.05,18000.0,30000.0
Maize,Telangana ,Kharif,2011,20363.06,20000.0,28000.0
Rice,Telangana ,Kharif,2011,22454.2,22000.0,32000.0
Blackgram,Telangana ,Kharif,2011,73009.38,65000.0,82000.0
Maize,Telangana ,Rabi,2011,20363.09,20000.0,28000.0
Rice,Telangana ,Rabi,2011,23973.78,22000.0,32000.0
Blackgram,Telangana ,Rabi,2011,68165.34,65000.0,82000.0
Banana,Telangana ,Whole Year,2011,18363.12,18000.0,30000.0
Coconut,Telangana ,Whole Year,2011,70363.13,45000.0,70000.0
Banana,Telangana ,Kharif,2013,18363.14,18000.0,30000.0
Maize,Telangana ,Kharif,2013,20363.15,20000.0,28000.0
Rice,Telangana ,Kharif,2013,25488.39,22000.0,32000.0
Blackgram,Telangana ,Kharif,2013,78558.71,65000.0,82000.0
Maize,Telangana ,Rabi,2013,20363.18,20000.0,28000.0
Rice,Telangana ,Rabi,2013,26041.05,22000.0,32000.0
Blackgram,Telangana ,Rabi,2013,77991.1,65000.0,82000.0
Banana,Telangana ,Kharif,2014,18363.21,18000.0,30000.0
Maize,Telangana ,Kharif,2014,20363.22,20000.0,28000.0
Rice,Telangana ,Kharif,2014,22363.23,22000.0,32000.0
Blackgram,Telangana ,Kharif,2014,73346.43,65000.0,82000.0
Maize,Telangana ,Rabi,2014,20363.25,20000.0,28000.0
Rice,Telangana ,Rabi,2014,24288.55,22000.0,32000.0
Blackgram,Telangana ,Rabi,2014,80069.5,65000.0,82000.0
Maize,Telangana ,Kharif,1997,20363.28,20000.0,28000.0
Rice,Telangana ,Kharif,1997,22363.29,22000.0,32000.0
Blackgram,Telangana ,Kharif,1997,74374.05,65000.0,82000.0
Maize,Telangana ,Rabi,1997,20363.31,20000.0,28000.0
Rice,Telangana ,Rabi,1997,23838.91,22000.0,32000.0
Maize,Telangana ,Kharif,1998,20363.33,20000.0,28000.0
Rice,Telangana ,Kharif,1998,22575.5,22000.0,32000.0
Blackgram,Telangana ,Kharif,1998,69937.15,65000.0,82000.0
Maize,Telangana ,Rabi,1998,20363.36,20000.0,28000.0
Rice,Telangana ,Rabi,1998,23854.84,22000.0,32000.0
Maize,Telangana ,Kharif,1999,20363.38,20000.0,28000.0
Rice,Telangana ,Kharif,1999,23682.48,22000.0,32000.0
Blackgram,Telangana ,Kharif,1999,74551.12,65000.0,82000.0
Maize,Telangana ,Rabi,1999,20363.41,20000.0,28000.0
Rice,Telangana ,Rabi,1999,25442.44,22000.0,32000.0
Maize,Telangana ,Kharif,2000,20363.43,20000.0,28000.0
Rice,Telangana ,Kharif,2000,22818.15,22000.0,32000.0
Blackgram,Telangana ,Kharif,2000,77758.97,65000.0,82000.0
Maize,Telangana ,Rabi,2000,20363.46,20000.0,28000.0
Rice,Telangana ,Rabi,2000,24963.57,22000.0,32000.0
Blackgram,Telangana ,Rabi,2000,76616.34,65000.0,82000.0
Banana,Telangana ,Whole Year,2000,18363.49,18000.0,30000.0
Coconut,Telangana ,Whole Year,2000,70363.5,45000.0,70000.0
Maize,Telangana ,Kharif,2001,20363.51,20000.0,28000.0
Rice,Telangana ,Kharif,2001,23760.59,22000.0,32000.0
Blackgram,Telangana ,Kharif,2001,67118.69,65000.0,82000.0
Maize,Telangana ,Rabi,2001,20363.54,20000.0,28000.0
Rice,Telangana ,Rabi,2001,24023.7,22000.0,32000.0
Blackgram,Telangana ,Rabi,2001,81239.62,65000.0,82000.0
Banana,Telangana ,Whole Year,2001,18363.57,18000.0,30000.0
Coconut,Telangana ,Whole Year,2001,70363.58,45000.0,70000.0
Maize,Telangana ,Kharif,2002,20363.59,20000.0,28000.0
Rice,Telangana ,Kharif,2002,22530.72,22000.0,32000.0
Blackgram,Telangana ,Kharif,2002,70340.93,65000.0,82000.0
Maize,Telangana ,Rabi,2002,20363.62,20000.0,28000.0
Rice,Telangana ,Rabi,2002,24402.22,22000.0,32000.0
Banana,Telangana ,Whole Year,2002,18363.64,18000.0,30000.0
Coconut,Telangana ,Whole Year,2002,70363.65,45000.0,70000.0
Grapes,Telangana ,Whole Year,2002,30363.66,30000.0,50000.0
Mango,Telangana ,Whole Year,2002,28363.67,28000.0,45000.0
Orange,Telangana ,Whole Year,2002,25363.68,25000.0,42000.0
Papaya,Telangana ,Whole Year,2002,16363.69,16000.0,28000.0
Maize,Telangana ,Kharif,2003,20363.7,20000.0,28000.0
Rice,Telangana ,Kharif,2003,23099.16,22000.0,32000.0
Blackgram,Telangana ,Kharif,2003,73928.63,65000.0,82000.0
Maize,Telangana ,Rabi,2003,20363.73,20000.0,28000.0
Rice,Telangana ,Rabi,2003,25312.08,22000.0,32000.0
Banana,Telangana ,Whole Year,2003,18363.75,18000.0,30000.0
Coconut,Telangana ,Whole Year,2003,70363.76,45000.0,70000.0
Grapes,Telangana ,Whole Year,2003,30363.77,30000.0,50000.0
Mango,Telangana ,Whole Year,2003,28363.78,28000.0,45000.0
Orange,Telangana ,Whole Year,2003,25363.79,25000.0,42000.0
Papaya,Telangana ,Whole Year,2003,16363.8,16000.0,28000.0
Maize,Telangana ,Kharif,2004,20363.81,20000.0,28000.0
Rice,Telangana ,Kharif,2004,24028.72,22000.0,32000.0
Blackgram,Telangana ,Kharif,2004,77274.2,65000.0,82000.0
Maize,Telangana ,Rabi,2004,20363.84,20000.0,28000.0
Rice,Telangana ,Rabi,2004,26674.51,22000.0,32000.0
Banana,Telangana ,Whole Year,2004,18363.86,18000.0,30000.0
Coconut,Telangana ,Whole Year,2004,70363.87,45000.0,70000.0
Maize,Telangana ,Kharif,2005,20363.88,20000.0,28000.0
Rice,Telangana ,Kharif,2005,22485.23,22000.0,32000.0
Blackgram,Telangana ,Kharif,2005,76611.26,65000.0,82000.0
Maize,Telangana ,Rabi,2005,20363.91,20000.0,28000.0
Rice,Telangana ,Rabi,2005,23358.67,22000.0,32000.0
Banana,Telangana ,Whole Year,2005,18363.93,18000.0,30000.0
Coconut,Telangana ,Whole Year,2005,70363.94,45000.0,70000.0
Maize,Telangana ,Kharif,2006,20363.95,20000.0,28000.0
Rice,Telangana ,Kharif,2006,24622.64,22000.0,32000.0
Blackgram,Telangana ,Kharif,2006,68443.98,65000.0,82000.0
Maize,Telangana ,Rabi,2006,20363.98,20000.0,28000.0
Rice,Telangana ,Rabi,2006,23708.94,22000.0,32000.0
Blackgram,Telangana ,Rabi,2006,74550.04,65000.0,82000.0
Banana,Telangana ,Whole Year,2006,18364.01,18000.0,30000.0
Coconut,Telangana ,Whole Year,2006,70364.02,45000.0,70000.0
Maize,Telangana ,Kharif,2007,20364.03,20000.0,28000.0
Rice,Telangana ,Kharif,2007,24201.22,22000.0,32000.0
Blackgram,Telangana ,Kharif,2007,74883.04,65000.0,82000.0
Maize,Telangana ,Rabi,2007,20364.06,20000.0,28000.0
Rice,Telangana ,Rabi,2007,24017.44,22000.0,32000.0
Maize,Telangana ,Kharif,2008,20364.08,20000.0,28000.0
Rice,Telangana ,Kharif,2008,23871.46,22000.0,32000.0
Blackgram,Telangana ,Kharif,2008,79998.76,65000.0,82000.0
Maize,Telangana ,Rabi,2008,20364.11,20000.0,28000.0
Rice,Telangana ,Rabi,2008,24513.31,22000.0,32000.0
Banana,Telangana ,Whole Year,2008,18364.13,18000.0,30000.0
Coconut,Telangana ,Whole Year,2008,70364.14,45000.0,70000.0
Maize,Telangana ,Kharif,2009,20364.15,20000.0,28000.0
Rice,Telangana ,Kharif,2009,22364.16,22000.0,32000.0
Blackgram,Telangana ,Kharif,2009,76118.17,65000.0,82000.0
Maize,Telangana ,Rabi,2009,20364.18,20000.0,28000.0
Rice,Telangana ,Rabi,2009,22561.6,22000.0,32000.0
Banana,Telangana ,Whole Year,2009,18364.2,18000.0,30000.0
Coconut,Telangana ,Whole Year,2009,70364.21,45000.0,70000.0
Maize,Telangana ,Kharif,2010,20364.22,20000.0,28000.0
Rice,Telangana ,Kharif,2010,22364.23,22000.0,32000.0
Blackgram,Telangana ,Kharif,2010,68838.91,65000.0,82000.0
Maize,Telangana ,Rabi,2010,20364.25,20000.0,28000.0
Rice,Telangana ,Rabi,2010,23887.32,22000.0,32000.0
Blackgram,Telangana ,Rabi,2010,71483.11,65000.0,82000.0
Banana,Telangana ,Whole Year,2010,18364.28,18000.0,30000.0
Maize,Telangana ,Kharif,2011,20364.29,20000.0,28000.0
Rice,Telangana ,Kharif,2011,23132.68,22000.0,32000.0
Blackgram,Telangana ,Kharif,2011,73661.21,65000.0,82000.0
Maize,Telangana ,Rabi,2011,20364.32,20000.0,28000.0
Rice,Telangana ,Rabi,2011,23919.95,22000.0,32000.0
Banana,Telangana ,Whole Year,2011,18364.34,18000.0,30000.0
Coconut,Telangana ,Whole Year,2011,70364.35,45000.0,70000.0
Banana,Telangana ,Kharif,2013,18364.36,18000.0,30000.0
Maize,Telangana ,Kharif,2013,20364.37,20000.0,28000.0
Rice,Telangana ,Kharif,2013,23180.7,22000.0,32000.0
Blackgram,Telangana ,Kharif,2013,71513.8,65000.0,82000.0
Maize,Telangana ,Rabi,2013,20364.4,20000.0,28000.0
Rice,Telangana ,Rabi,2013,24601.29,22000.0,32000.0
Coconut,Telangana ,Whole Year,2013,70364.42,45000.0,70000.0
Banana,Telangana ,Kharif,2014,18364.43,18000.0,30000.0
Coconut,Telangana ,Kharif,2014,70364.44,45000.0,70000.0
Maize,Telangana ,Kharif,2014,20364.45,20000.0,28000.0
Rice,Telangana ,Kharif,2014,24971.24,22000.0,32000.0
Blackgram,Telangana ,Kharif,2014,76658.09,65000.0,82000.0
Maize,Telangana ,Rabi,2014,20364.48,20000.0,28000.0
Rice,Telangana ,Rabi,2014,25013.86,22000.0,32000.0
Maize,Telangana ,Kharif,1997,20364.5,20000.0,28000.0
Rice,Telangana ,Kharif,1997,22364.51,22000.0,32000.0
Maize,Telangana ,Rabi,1997,20364.52,20000.0,28000.0
Rice,Telangana ,Rabi,1997,26253.32,22000.0,32000.0
Blackgram,Telangana ,Rabi,1997,82364.54,65000.0,82000.0
Maize,Telangana ,Kharif,1998,20364.55,20000.0,28000.0
Rice,Telangana ,Kharif,1998,23030.02,22000.0,32000.0
Maize,Telangana ,Rabi,1998,20364.57,20000.0,28000.0
Rice,Telangana ,Rabi,1998,23268.52,22000.0,32000.0
Blackgram,Telangana ,Rabi,1998,82364.59,65000.0,82000.0
Maize,Telangana ,Kharif,1999,20364.6,20000.0,28000.0
Rice,Telangana ,Kharif,1999,22364.61,22000.0,32000.0
Maize,Telangana ,Rabi,1999,20364.62,20000.0,28000.0
Rice,Telangana ,Rabi,1999,24059.68,22000.0,32000.0
Blackgram,Telangana ,Rabi,1999,82271.33,65000.0,82000.0
Maize,Telangana ,Kharif,2000,20364.65,20000.0,28000.0
Rice,Telangana ,Kharif,2000,22364.66,22000.0,32000.0
Maize,Telangana ,Rabi,2000,20364.67,20000.0,28000.0
Rice,Telangana ,Rabi,2000,24850.47,22000.0,32000.0
Blackgram,Telangana ,Rabi,2000,73998.55,65000.0,82000.0
Banana,Telangana ,Whole Year,2000,18364.7,18000.0,30000.0
Maize,Telangana ,Kharif,2001,20364.71,20000.0,28000.0
Rice,Telangana ,Kharif,2001,23990.58,22000.0,32000.0
Blackgram,Telangana ,Kharif,2001,70368.25,65000.0,82000.0
Maize,Telangana ,Rabi,2001,20364.74,20000.0,28000.0
Rice,Telangana ,Rabi,2001,24147.54,22000.0,32000.0
Blackgram,Telangana ,Rabi,2001,74421.54,65000.0,82000.0
Banana,Telangana ,Whole Year,2001,18364.77,18000.0,30000.0
Maize,Telangana ,Kharif,2002,20364.78,20000.0,28000.0
Rice,Telangana ,Kharif,2002,22364.79,22000.0,32000.0
Blackgram,Telangana ,Kharif,2002,79288.05,65000.0,82000.0
Maize,Telangana ,Rabi,2002,20364.81,20000.0,28000.0
Rice,Telangana ,Rabi,2002,23686.92,22000.0,32000.0
Blackgram,Telangana ,Rabi,2002,75605.94,65000.0,82000.0
Banana,Telangana ,Whole Year,2002,18364.84,18000.0,30000.0
Mango,Telangana ,Whole Year,2002,28364.85,28000.0,45000.0
Orange,Telangana ,Whole Year,2002,25364.86,25000.0,42000.0
Papaya,Telangana ,Whole Year,2002,16364.87,16000.0,28000.0
Maize,Telangana ,Kharif,2003,20364.88,20000.0,28000.0
Rice,Telangana ,Kharif,2003,22593.47,22000.0,32000.0
Blackgram,Telangana ,Kharif,2003,76823.39,65000.0,82000.0
Maize,Telangana ,Rabi,2003,20364.91,20000.0,28000.0
Rice,Telangana ,Rabi,2003,26425.02,22000.0,32000.0
Blackgram,Telangana ,Rabi,2003,82364.93,65000.0,82000.0
Banana,Telangana ,Whole Year,2003,18364.94,18000.0,30000.0
Mango,Telangana ,Whole Year,2003,28364.95,28000.0,45000.0
Orange,Telangana ,Whole Year,2003,25364.96,25000.0,42000.0
Papaya,Telangana ,Whole Year,2003,16364.97,16000.0,28000.0
Maize,Telangana ,Kharif,2004,20364.98,20000.0,28000.0
Rice,Telangana ,Kharif,2004,24024.53,22000.0,32000.0
Blackgram,Telangana ,Kharif,2004,72913.67,65000.0,82000.0
Maize,Telangana ,Rabi,2004,20365.01,20000.0,28000.0
Rice,Telangana ,Rabi,2004,24599.47,22000.0,32000.0
Blackgram,Telangana ,Rabi,2004,82365.03,65000.0,82000.0
Banana,Telangana ,Whole Year,2004,18365.04,18000.0,30000.0
Maize,Telangana ,Kharif,2005,20365.05,20000.0,28000.0
Rice,Telangana ,Kharif,2005,22365.06,22000.0,32000.0
Blackgram,Telangana ,Kharif,2005,75748.65,65000.0,82000.0
Maize,Telangana ,Rabi,2005,20365.08,20000.0,28000.0
Rice,Telangana ,Rabi,2005,25610.18,22000.0,32000.0
Blackgram,Telangana ,Rabi,2005,78396.55,65000.0,82000.0
Banana,Telangana ,Whole Year,2005,18365.11,18000.0,30000.0
Maize,Telangana ,Kharif,2006,20365.12,20000.0,28000.0
Rice,Telangana ,Kharif,2006,24353.97,22000.0,32000.0
Blackgram,Telangana ,Kharif,2006,67299.34,65000.0,82000.0
Maize,Telangana ,Rabi,2006,20365.15,20000.0,28000.0
Rice,Telangana ,Rabi,2006,23919.84,22000.0,32000.0
Blackgram,Telangana ,Rabi,2006,81005.73,65000.0,82000.0
Banana,Telangana ,Whole Year,2006,18365.18,18000.0,30000.0
Maize,Telangana ,Kharif,2007,20365.19,20000.0,28000.0
Rice,Telangana ,Kharif,2007,22365.2,22000.0,32000.0
Maize,Telangana ,Rabi,2007,20365.21,20000.0,28000.0
Rice,Telangana ,Rabi,2007,24990.47,22000.0,32000.0
Blackgram,Telangana ,Rabi,2007,78203.0,65000.0,82000.0
Maize,Telangana ,Kharif,2008,20365.24,20000.0,28000.0
Rice,Telangana ,Kharif,2008,24750.66,22000.0,32000.0
Blackgram,Telangana ,Kharif,2008,70018.57,65000.0,82000.0
Maize,Telangana ,Rabi,2008,20365.27,20000.0,28000.0
Rice,Telangana ,Rabi,2008,25673.16,22000.0,32000.0
Blackgram,Telangana ,Rabi,2008,82365.29,65000.0,82000.0
Banana,Telangana ,Whole Year,2008,18365.3,18000.0,30000.0
Maize,Telangana ,Kharif,2009,20365.31,20000.0,28000.0
Rice,Telangana ,Kharif,2009,24364.91,22000.0,32000.0
Blackgram,Telangana ,Kharif,2009,77495.59,65000.0,82000.0
Maize,Telangana ,Rabi,2009,20365.34,20000.0,28000.0
Rice,Telangana ,Rabi,2009,23579.83,22000.0,32000.0
Blackgram,Telangana ,Rabi,2009,78241.81,65000.0,82000.0
Banana,Telangana ,Whole Year,2009,18365.37,18000.0,30000.0
Maize,Telangana ,Kharif,2010,20365.38,20000.0,28000.0
Rice,Telangana ,Kharif,2010,23635.93,22000.0,32000.0
Blackgram,Telangana ,Kharif,2010,78749.61,65000.0,82000.0
Maize,Telangana ,Rabi,2010,20365.41,20000.0,28000.0
Rice,Telangana ,Rabi,2010,22365.42,22000.0,32000.0
Blackgram,Telangana ,Rabi,2010,78538.96,65000.0,82000.0
Banana,Telangana ,Whole Year,2010,18365.44,18000.0,30000.0
Maize,Telangana ,Kharif,2011,20365.45,20000.0,28000.0
Rice,Telangana ,Kharif,2011,24790.13,22000.0,32000.0
Blackgram,Telangana ,Kharif,2011,77650.15,65000.0,82000.0
Maize,Telangana ,Rabi,2011,20365.48,20000.0,28000.0
Rice,Telangana ,Rabi,2011,24156.5,22000.0,32000.0
Blackgram,Telangana ,Rabi,2011,82365.5,65000.0,82000.0
Banana,Telangana ,Whole Year,2011,18365.51,18000.0,30000.0
Banana,Telangana ,Kharif,2013,18365.52,18000.0,30000.0
Maize,Telangana ,Kharif,2013,20365.53,20000.0,28000.0
Rice,Telangana ,Kharif,2013,25180.56,22000.0,32000.0
Blackgram,Telangana ,Kharif,2013,75047.71,65000.0,82000.0
Maize,Telangana ,Rabi,2013,20365.56,20000.0,28000.0
Rice,Telangana ,Rabi,2013,22410.53,22000.0,32000.0
Blackgram,Telangana ,Rabi,2013,78416.44,65000.0,82000.0
Banana,Telangana ,Kharif,2014,18365.59,18000.0,30000.0
Maize,Telangana ,Kharif,2014,20365.6,20000.0,28000.0
Rice,Telangana ,Kharif,2014,24829.64,22000.0,32000.0
Blackgram,Telangana ,Kharif,2014,77389.96,65000.0,82000.0
Maize,Telangana ,Rabi,2014,20365.63,20000.0,28000.0
Rice,Telangana ,Rabi,2014,26067.73,22000.0,32000.0
Blackgram,Telangana ,Rabi,2014,75223.36,65000.0,82000.0
Jute,Tripura,Kharif,1998,52365.66,38000.0,52000.0
Maize,Tripura,Kharif,1998,20365.67,20000.0,28000.0
Rice,Tripura,Kharif,1998,22365.68,22000.0,32000.0
Blackgram,Tripura,Kharif,1998,82222.66,65000.0,82000.0
Blackgram,Tripura,Rabi,1998,76666.86,65000.0,82000.0
Maize,Tripura,Kharif,1999,20365.71,20000.0,28000.0
Rice,Tripura,Kharif,1999,22365.72,22000.0,32000.0
Maize,Tripura,Kharif,2000,20365.73,20000.0,28000.0
Rice,Tripura,Kharif,2000,22394.69,22000.0,32000.0
Maize,Tripura,Kharif,2001,20365.75,20000.0,28000.0
Rice,Tripura,Kharif,2001,22365.76,22000.0,32000.0
Maize,Tripura,Kharif,2002,20365.77,20000.0,28000.0
Rice,Tripura,Kharif,2002,23106.35,22000.0,32000.0
Maize,Tripura,Kharif,2003,20365.79,20000.0,28000.0
Rice,Tripura,Kharif,2003,23348.58,22000.0,32000.0
Jute,Tripura,Kharif,2004,52365.81,38000.0,52000.0
Maize,Tripura,Kharif,2004,20365.82,20000.0,28000.0
Rice,Tripura,Kharif,2004,24156.15,22000.0,32000.0
Blackgram,Tripura,Kharif,2004,80058.74,65000.0,82000.0
Blackgram,Tripura,Rabi,2004,82365.85,65000.0,82000.0
Jute,Tripura,Kharif,2005,52365.86,38000.0,52000.0
Maize,Tripura,Kharif,2005,20365.87,20000.0,28000.0
Rice,Tripura,Kharif,2005,23541.84,22000.0,32000.0
Blackgram,Tripura,Kharif,2005,76556.89,65000.0,82000.0
Blackgram,Tripura,Rabi,2005,76905.37,65000.0,82000.0
Jute,Tripura,Kharif,2006,52365.91,38000.0,52000.0
Maize,Tripura,Kharif,2006,20365.92,20000.0,28000.0
Rice,Tripura,Kharif,2006,22365.93,22000.0,32000.0
Blackgram,Tripura,Kharif,2006,74997.67,65000.0,82000.0
Blackgram,Tripura,Rabi,2006,76954.43,65000.0,82000.0
Jute,Tripura,Kharif,2007,52365.96,38000.0,52000.0
Maize,Tripura,Kharif,2007,20365.97,20000.0,28000.0
Rice,Tripura,Kharif,2007,22365.98,22000.0,32000.0
Blackgram,Tripura,Kharif,2007,71311.39,65000.0,82000.0
Blackgram,Tripura,Rabi,2007,73416.2,65000.0,82000.0
Jute,Tripura,Kharif,2008,52366.01,38000.0,52000.0
Maize,Tripura,Kharif,2008,20366.02,20000.0,28000.0
Rice,Tripura,Kharif,2008,22366.03,22000.0,32000.0
Blackgram,Tripura,Kharif,2008,77677.12,65000.0,82000.0
Blackgram,Tripura,Rabi,2008,82366.05,65000.0,82000.0
Jute,Tripura,Kharif,2009,52366.06,38000.0,52000.0
Maize,Tripura,Kharif,2009,20366.07,20000.0,28000.0
Rice,Tripura,Kharif,2009,22760.08,22000.0,32000.0
Blackgram,Tripura,Kharif,2009,72853.25,65000.0,82000.0
Blackgram,Tripura,Rabi,2009,75686.12,65000.0,82000.0
Jute,Tripura,Kharif,2010,51909.8,38000.0,52000.0
Maize,Tripura,Kharif,2010,20366.12,20000.0,28000.0
Rice,Tripura,Kharif,2010,25105.24,22000.0,32000.0
Blackgram,Tripura,Kharif,2010,73529.4,65000.0,82000.0
Blackgram,Tripura,Rabi,2010,79565.95,65000.0,82000.0
Jute,Tripura,Kharif,2011,52366.16,38000.0,52000.0
Maize,Tripura,Kharif,2011,20366.17,20000.0,28000.0
Rice,Tripura,Kharif,2011,25886.83,22000.0,32000.0
Blackgram,Tripura,Kharif,2011,81335.34,65000.0,82000.0
Blackgram,Tripura,Rabi,2011,71382.8,65000.0,82000.0
Jute,Tripura,Kharif,2012,52366.21,38000.0,52000.0
Maize,Tripura,Kharif,2012,20366.22,20000.0,28000.0
Rice,Tripura,Kharif,2012,23055.84,22000.0,32000.0
Blackgram,Tripura,Kharif,2012,79635.49,65000.0,82000.0
Blackgram,Tripura,Rabi,2012,81550.91,65000.0,82000.0
Jute,Tripura,Kharif,2013,52366.26,38000.0,52000.0
Maize,Tripura,Kharif,2013,20366.27,20000.0,28000.0
Rice,Tripura,Kharif,2013,24151.5,22000.0,32000.0
Blackgram,Tripura,Kharif,2013,77022.58,65000.0,82000.0
